,x,y,area,perimetro,largox,largoy,m0,m1,m2,m3,m4,m5,m6,r,g,b,pr,pg,pb,clase
5834,49,51,7694.0,329.90663409233093,4752718,3993246,0.15950729061100838,2.131056404048795e-05,7.955828537268649e-06,8.212755593163501e-09,1.9220857011449074e-15,2.9486898462564115e-11,-8.442028765385171e-16,850918,848365,893743,85,84,89,Grape Blue
5835,49,52,7423.0,321.22034323215485,4674322,3565773,0.1592863145400345,1.1766197771159634e-06,1.3396744225563446e-06,1.9925818222079804e-09,-8.150931774722752e-17,6.486441541758579e-15,6.288730369418658e-17,838266,850302,897299,83,85,89,Grape Blue
5836,48,51,7846.0,332.73506236076355,5224681,4072057,0.1593973964523691,3.174921472378823e-06,3.7462487715009016e-06,6.019945085647865e-09,4.0972441242142105e-16,9.426699182935097e-12,8.058611385278556e-16,746231,761351,800019,74,76,80,Grape Blue
5837,49,50,7872.0,332.7350606918335,4929351,4542375,0.15946079198657606,2.8487576882288016e-05,1.9444321204623013e-06,5.954759144573645e-09,1.5718400210778833e-16,2.100069316012827e-11,6.211774813216197e-16,795073,801285,842442,79,80,84,Grape Blue
5838,49,51,6692.5,309.3208488225937,3899033,3238050,0.15975181373012529,7.627292845962055e-05,2.3929795122032608e-05,3.5133610740626806e-08,1.80655347337162e-14,1.6029983758879422e-10,-2.6672482600934055e-14,1013786,1026018,1065381,101,102,106,Grape Blue
5839,49,51,8050.0,335.07820880413055,5233437,4441937,0.1595105515087264,1.6434018488101734e-05,5.3858952459323164e-06,1.6182174293382092e-08,2.4417945139068504e-15,4.5244551329043485e-11,4.106144006410009e-15,738808,745653,792649,73,74,79,Grape Blue
5840,49,51,7815.0,331.4213538169861,4867444,4094381,0.15971589410371212,5.409393265258329e-05,1.4174014878459665e-05,1.1932257061227273e-08,3.0115174042603216e-15,5.744139210286849e-11,-3.87440267073319e-15,745256,752794,774367,74,75,77,Grape Blue
5841,49,51,7240.5,317.32084834575653,4715923,3997675,0.1597047731903378,0.00015425320252813047,4.311765764121522e-07,1.8327284825343188e-09,-4.6779975615072355e-17,-2.0301403841482015e-11,2.15854366230955e-17,905123,912862,938862,90,91,93,Grape Blue
5842,50,51,7910.5,335.66399323940277,5027173,4630866,0.15951922826166134,2.881220376159512e-05,3.1465546224461454e-06,1.603575883114951e-08,6.732625892147826e-16,5.454237270624424e-11,-3.5385889327678135e-15,740310,756395,805535,74,75,80,Grape Blue
5843,49,52,7571.0,326.7350617647171,4674290,3555878,0.15933700906869397,6.016143561638342e-06,1.844490538716786e-06,6.48452550904986e-09,1.7970479707108685e-16,7.928386610831036e-12,-6.860322423717579e-16,901227,894867,938480,90,89,93,Grape Blue
5844,49,51,7311.5,319.3208488225937,4628851,3909049,0.1595925013836907,0.0001126583778730198,1.2323111542549197e-06,3.921541522247543e-09,-2.5485413237649227e-16,-3.719963881032374e-11,-9.678236875678734e-17,872007,880012,901702,87,88,90,Grape Blue
5845,49,51,7548.5,325.66399443149567,4330693,3590070,0.15980837224964098,9.293112407336373e-05,1.7840563007678254e-05,4.936817471506899e-09,-2.1389661585880625e-16,-4.366131363280947e-11,1.449427998979992e-15,827763,834397,868146,82,83,86,Grape Blue
5846,49,50,7336.5,319.3208476305008,4655316,4294451,0.15961321887965224,0.0001183326493200898,1.0500759742721286e-06,3.6930407114888026e-09,-2.1600254288941492e-16,-3.513239939225384e-11,-7.894829545674567e-17,866980,874949,897175,86,87,89,Grape Blue
5847,50,51,7829.0,332.73506247997284,4888554,4496554,0.15950713623085588,4.21057488684393e-05,3.253089536097458e-06,1.0091135709519037e-08,1.0243054312655915e-15,5.2958049657722255e-11,-1.514477713992847e-15,774008,789188,840052,77,78,84,Grape Blue
5848,49,50,7189.0,315.9066342115402,4646083,4290730,0.1598812551092173,0.0002109523487620895,6.378484253354126e-07,3.0999934179011124e-09,-1.2820194976348832e-16,-4.363602316857195e-11,5.065847882564391e-17,914693,921829,948394,91,92,94,Grape Blue
5849,49,51,7396.0,320.7350627183914,4617487,3892362,0.15950418227887847,8.206050435493605e-05,7.911530030661069e-07,2.6494904658993373e-09,-1.132731310553147e-16,-1.844402812013786e-11,-4.34023893326831e-17,854138,861186,882253,85,86,88,Grape Blue
5850,49,51,7636.0,326.2497806549072,4438324,3687494,0.15986922457720523,0.00011099424671225329,1.8469759095994564e-05,5.895947935685461e-09,-2.862207453012149e-16,-5.8466329805932e-11,1.9244656649400275e-15,803869,813714,843598,80,81,84,Grape Blue
5851,49,52,6721.0,309.90663516521454,4023913,3022192,0.1597792757499436,6.922191838685504e-05,2.595139022831129e-05,4.26370541418348e-08,-1.649142824399578e-14,-1.1651980343610996e-10,4.170782682607221e-14,1025560,1032053,1063200,102,103,106,Grape Blue
5852,50,52,7069.5,313.6639949083328,4270065,3557476,0.15952790084210502,3.419738380324458e-05,1.5041946362508253e-05,1.93396699824928e-08,-9.578201199904135e-15,-1.1224340026712826e-10,-4.1308174498744204e-15,964748,969665,1005283,96,96,100,Grape Blue
5853,48,51,7716.0,331.07820868492126,4796098,3670812,0.1595780583182866,3.8397589949691385e-05,5.79301818393378e-06,1.6515857833612817e-08,4.363655486351169e-15,-1.2994732977410753e-11,2.6564215117788533e-15,788364,799033,846094,78,79,84,Grape Blue
5854,49,51,7243.5,317.320848941803,4620327,3905536,0.159670390251835,0.0001440494086973217,9.312411476808905e-07,2.643780900117633e-09,-1.3117719401152756e-16,-3.087282456680256e-11,9.308011296329663e-19,891519,900586,920382,89,90,92,Grape Blue
5855,48,51,7758.0,331.07820749282837,5012561,3873850,0.15957164041527416,2.7692158146013227e-05,1.174706265166017e-05,4.1261596510120295e-09,-8.910307018973447e-16,1.9607391452024527e-11,-1.7686088553977927e-16,760674,768841,792440,76,76,79,Grape Blue
5856,49,51,7573.5,326.0071396827698,4407497,3659850,0.15993495185189427,0.00011975365505413077,1.950204022646567e-05,6.686128507515203e-10,-7.517839138568172e-17,-4.8450735550546755e-12,-1.3317121133313908e-17,818470,824992,851614,81,82,85,Grape Blue
5857,50,52,7093.5,316.14927566051483,4215555,3502542,0.15940646825835353,2.713617133861141e-05,3.327948122535664e-06,7.451268235288821e-09,-4.09921721435645e-16,-2.227046923860041e-11,-1.0994327628497852e-15,1002518,996858,1035559,100,99,103,Grape Blue
5858,48,51,7575.5,326.8355675935745,4591784,3481728,0.15997464302683956,0.00011792215206991448,2.472979073582598e-05,5.927951137788125e-10,3.791112205008367e-17,4.815801824000869e-12,-6.094467769403379e-17,811684,818146,844751,81,81,84,Grape Blue
5859,48,51,7775.5,330.492422580719,4827093,3701142,0.15940131426251475,9.396322927485851e-06,1.7301913796683278e-06,5.488857851236429e-09,1.6613982528296537e-16,1.3359842919721106e-11,5.084409582455967e-16,757897,774280,817793,75,77,81,Grape Blue
5860,49,51,7320.0,320.73506247997284,4592899,3868329,0.15946852868367822,3.6503514550320374e-05,7.843724121360638e-06,1.3367000223234077e-08,-2.5260954237423137e-15,-6.421099096333637e-11,-3.514622090626231e-15,930088,930485,972236,93,93,97,Grape Blue
5861,49,51,7074.0,315.9066344499588,4568148,3863421,0.1596447362226726,0.00013437198487227568,8.11292365594546e-07,2.2639234349412047e-09,-9.181006810749924e-17,-2.6104304124150878e-11,3.137929190265189e-17,929072,936657,957741,92,93,95,Grape Blue
5862,49,51,7537.0,323.90663599967957,4544639,3804082,0.15934941386411344,6.213471079885796e-06,4.311985499136962e-06,6.740943908344423e-09,7.902895215589459e-16,1.637425614821796e-11,-8.344157744255374e-16,885810,878537,925324,88,87,92,Grape Blue
5863,49,51,7362.5,319.3208496570587,4753312,4026479,0.15963413621360423,0.00011935295845565271,2.2472985861577372e-06,6.565857307072465e-09,-7.87215641045448e-16,-6.657525484020823e-11,-1.2808492136706938e-16,860531,867113,891932,86,86,89,Grape Blue
5864,49,51,7365.5,324.1492748260498,4512009,3785588,0.1593552580469439,1.3263614471926962e-05,2.891528126214602e-06,5.476382021696708e-09,-2.643734444605912e-16,-8.817134987030876e-12,-6.364069024966039e-16,935020,930396,973518,93,93,97,Grape Blue
5865,49,51,7342.0,320.3919163942337,4471066,3745782,0.15929924834451445,3.488827777805037e-06,2.1206344000489707e-06,2.164170498755328e-09,-1.1775809054233782e-16,-3.2738095973536084e-12,8.733939105305128e-17,862258,871103,913690,86,87,91,Grape Blue
5866,48,52,7302.5,320.4924205541611,4544525,3120016,0.1593605374461909,1.514267126768007e-05,5.749420982902272e-06,3.385541480839639e-09,-2.1777633093417547e-16,8.36640205956468e-12,-4.1913967972613225e-16,897795,900796,944614,89,90,94,Grape Blue
5867,49,50,7899.5,333.3208484649658,5165716,4772919,0.1594254200474221,3.2735772813494545e-05,1.1743135638016903e-06,4.399871347823228e-09,7.507445764137691e-17,2.43306923435016e-11,-3.0722593978255927e-16,763015,775647,821367,76,77,82,Grape Blue
5868,49,51,7118.0,315.90663480758667,4382646,3684178,0.1597354643311257,0.00015575139875479514,2.85952818732031e-06,7.232534993213903e-09,-1.007943278741326e-15,-8.102957062111874e-11,2.5670559814294046e-16,936851,938761,961091,93,93,96,Grape Blue
5869,48,50,7837.0,331.56348943710327,5143291,4378711,0.15936138674228195,2.5298251966193495e-06,4.825744911831513e-06,2.945344387951787e-09,3.489764555760129e-16,1.8839092659467612e-12,3.896331348374947e-17,764651,777383,815158,76,77,81,Grape Blue
5870,49,51,7836.0,333.0782073736191,4767506,3998170,0.1595503113599523,3.210484958501848e-05,1.063200775402907e-05,2.8817753048961053e-09,-2.924590825866269e-16,1.5392769942930542e-11,4.109911029450144e-16,747957,757710,784282,74,75,78,Grape Blue
5871,49,51,7899.0,333.90663397312164,5081621,4302077,0.15941727565464547,1.081817072770095e-06,5.06555370362014e-06,9.668069480088507e-09,1.8796245349975947e-15,9.539539513066243e-12,1.0221055972168484e-15,757321,767713,808330,75,76,80,Grape Blue
5872,49,51,7182.0,317.0782072544098,4500578,3795217,0.1598326520646714,0.00018065290209725736,3.51295866785642e-06,1.0155627008797839e-08,-1.9014544264521874e-15,-1.36461467940687e-10,-2.529996821066377e-16,916404,919284,939175,91,91,93,Grape Blue
5873,48,51,7629.0,325.4213546514511,4722135,3601280,0.15984390189299874,0.0001053102972715391,1.2808103812655202e-05,8.756814737677087e-09,1.5836276979176649e-15,-6.331827986942253e-11,-2.4683224803684826e-15,809850,816929,847080,80,81,84,Grape Blue
5874,48,51,7473.0,324.2497807741165,4403534,3313923,0.15982327580241767,0.00010078720685593137,1.5308292292347854e-05,1.0664083064471478e-09,-2.3820752813143006e-17,-1.067415680947333e-11,-1.341554031457641e-16,845142,852745,879917,84,85,87,Grape Blue
5875,48,51,7800.0,332.24978029727936,4886096,3750193,0.15961940879649528,5.0370864806598716e-05,1.6199465023613513e-06,9.431356519214979e-09,9.238112996700415e-16,-8.444878725135519e-12,-7.110444905565704e-16,794778,801803,847522,79,80,84,Grape Blue
5876,49,51,7934.5,334.49242186546326,5033569,4252401,0.15953929921783697,3.1386663498627555e-05,1.1731881578718993e-06,9.128722459410958e-09,-8.028313277951517e-16,2.6255236904725633e-11,4.979359305804661e-16,769178,777985,822742,76,77,82,Grape Blue
5877,49,51,7861.5,331.6639949083328,4788717,4016950,0.15958027187277016,3.5078121130361396e-05,1.177992993458613e-05,3.137148221930398e-09,-3.8392791082182084e-16,1.4066369976119145e-11,-4.650840202993474e-16,741439,751140,774501,74,75,77,Grape Blue
5878,49,50,8021.0,335.07820785045624,5263702,4866444,0.15946461425104105,2.294353696792768e-05,2.3003780135600986e-06,8.996893787707067e-09,-4.2694742089765477e-16,3.85660046586313e-11,-1.221865673263702e-15,719425,730912,781553,71,73,78,Grape Blue
5879,49,50,7945.5,335.66399323940277,5171457,4777623,0.15945290262288747,3.481252888893368e-05,1.1110358850392558e-06,6.487879870835609e-09,2.355540748031564e-16,3.684209270945038e-11,-4.97924578357409e-16,749814,762575,815947,74,76,81,Grape Blue
5880,48,51,7828.5,332.1492757797241,5220579,4069873,0.15935385997522739,2.258776583439848e-06,3.660463121037251e-06,3.717162855522688e-09,3.936681787652113e-16,4.155866658416077e-12,1.8174424922420556e-16,764221,777394,814088,76,77,81,Grape Blue
5881,49,51,7532.0,326.5929254293442,4330767,3588562,0.15994978660338163,0.00011829343112561664,1.9448784400310877e-05,3.12743611532364e-10,-1.963288542142542e-17,-2.978761659892909e-12,-1.447303563584049e-17,819689,831100,857244,81,83,85,Grape Blue
5882,49,51,7604.0,326.2497806549072,4405890,3659018,0.15978542298365506,7.982141653778692e-05,1.774677471431978e-05,2.2531768177731248e-10,4.90825692649217e-18,8.21208927000285e-13,1.337584853969213e-17,796795,807943,829030,79,80,82,Grape Blue
5883,49,51,7816.0,332.73506128787994,4937370,4165315,0.15942283947890845,7.35379237830309e-06,3.406918718303307e-06,6.327190281767021e-09,7.13994945297731e-16,8.904859738139566e-12,5.942884443793802e-16,754813,771705,813051,75,77,81,Grape Blue
5884,48,51,7754.5,331.3208495378494,4801420,3676558,0.15945313181793036,1.7637662851331434e-05,1.4104995394469522e-06,5.939269617641864e-09,-3.5194365643189317e-16,2.2808144849017936e-11,4.1430132439697806e-16,770061,784889,827987,77,78,82,Grape Blue
5885,48,51,7872.5,333.32084941864014,5171247,4021653,0.15939127503361167,7.540546269734205e-07,3.954678099759498e-06,6.337462395648013e-09,5.356899646532201e-16,4.264334341752594e-12,8.483143205884008e-16,740672,753624,796753,74,75,79,Grape Blue
5886,49,52,7350.0,320.7350627183914,4530425,3431903,0.15934869874003044,7.889327791423731e-06,1.5546267588733829e-06,3.2046917646584877e-09,-2.2258812807591463e-16,8.831049404911451e-12,4.026081825349282e-17,849412,863743,919827,84,86,91,Grape Blue
5887,48,52,7538.0,325.07820761203766,4703566,3238271,0.15932214278312729,3.076965626743299e-06,1.645768501861504e-06,3.669659449167504e-09,-2.628628241192541e-16,5.04833492153675e-12,-1.1059949587166595e-16,816973,829283,890455,81,82,89,Grape Blue
5888,48,52,7410.0,322.73506224155426,4720956,3276687,0.1594139924431739,2.1102318153260026e-05,8.854866344047267e-06,5.32906763484773e-09,-3.2513899700568534e-16,1.1496968547105151e-11,-1.1110265538016501e-15,863490,870436,911745,86,87,91,Grape Blue
5889,48,50,7174.0,315.9066354036331,4727412,4027206,0.15982400325321894,0.00017280195448133527,3.706943939987154e-06,1.1815011439985453e-08,-2.4565106739120496e-15,-1.496648444195815e-10,2.8188134332543734e-16,906995,913744,935449,90,91,93,Grape Blue
5890,48,51,7134.0,315.9066346883774,4665693,3620336,0.15972517711231715,0.0001471434910370602,3.672254597658106e-06,9.136661882442904e-09,-1.644513977062323e-15,-1.0153822878094583e-10,3.1057985792207296e-16,927952,929824,951290,92,92,95,Grape Blue
5891,49,52,7640.0,327.5634889602661,4780221,3651458,0.15941562825884403,1.63287996252464e-05,6.575636382637761e-06,6.7920686134320045e-09,-3.9568806912956277e-16,1.6847879567883332e-11,-1.3797808142201766e-15,833566,835201,880239,83,83,88,Grape Blue
5892,49,51,7939.5,334.4924212694168,4948999,4170047,0.15962166640065964,3.033910908164881e-05,1.583563020340832e-05,1.273053334358715e-08,9.449785536631057e-16,6.807174371767933e-11,-5.637284137386506e-15,722000,728762,745952,72,72,74,Grape Blue
5893,49,51,7978.0,335.07820761203766,5244243,4452609,0.15958308960658227,2.485184410989935e-05,1.2730389202229729e-05,1.1874107762153237e-08,-1.644296887788233e-15,5.813861816020575e-11,-4.313848678095096e-15,715974,722288,745008,71,72,74,Grape Blue
5894,48,52,7312.5,320.14927542209625,4508917,3088380,0.15938399911923898,1.827567678079617e-05,5.526569464430728e-06,4.46898529342173e-09,2.4204616707268362e-17,1.3961280209802817e-11,-7.019127663581454e-16,900025,901719,950431,90,90,95,Grape Blue
5895,49,51,7738.5,330.49242186546326,4664332,3904214,0.15959641671805536,3.253203708492515e-05,1.189126475615983e-05,3.667026351443213e-09,-5.503308372875524e-16,1.557719234404788e-11,-5.324507556472967e-16,766975,774339,798804,76,77,79,Grape Blue
5896,49,52,7153.0,317.563489317894,4229241,3169960,0.15940498029701194,1.8269830511432674e-05,9.301390910809827e-06,3.800720348813555e-09,4.4329149702030614e-16,1.624001482665214e-11,-5.605076987926953e-16,933861,933735,980835,93,93,98,Grape Blue
5897,49,51,7674.0,328.24978172779083,4757941,3995458,0.15964815999189672,4.9407013164693155e-05,1.2444652443503443e-05,2.0939496351320064e-09,-3.3111662054610993e-16,1.4713743053399022e-11,6.79590202238354e-17,778262,786424,813047,77,78,81,Grape Blue
5898,49,52,7233.5,318.14927768707275,4317280,3248901,0.15943253870333016,2.0743232953367223e-05,9.557173675772907e-06,4.732635918066215e-09,-3.623069473737587e-16,1.3252621674814112e-11,-9.39043165039218e-16,903160,908796,953157,90,90,95,Grape Blue
5899,49,51,7911.5,333.66399466991425,5033615,4250984,0.1595673880048747,2.5445019044101404e-05,1.2131166587760411e-05,4.695561750350243e-09,-7.669671764524168e-16,1.608027099418432e-11,-8.171234756334536e-16,727469,736140,757648,72,73,75,Grape Blue
5900,49,51,7864.0,333.9066358804703,5101334,4323000,0.15951292258530503,3.577867945983445e-05,4.309601145728177e-06,1.2015459879103371e-08,1.9483388100233734e-15,6.360138479626381e-11,-1.918276870634707e-15,762349,778557,827696,76,77,82,Grape Blue
5901,49,51,7125.5,315.66399323940277,4536393,3834117,0.15995933261019774,0.00023207836580042997,8.942650461023403e-07,4.074457083652829e-09,-2.458063214002489e-16,-5.993764688078237e-11,8.25386035458083e-18,923388,933079,957801,92,93,95,Grape Blue
5902,49,51,7823.5,331.66399466991425,4894224,4120253,0.15968726352723722,5.288255727689847e-05,1.4834065620094223e-05,9.555729012502546e-09,2.188816785748808e-15,4.865478822068033e-11,-2.855272210420916e-15,744227,753293,773431,74,75,77,Grape Blue
5903,48,52,7190.0,317.0782070159912,4304012,2905663,0.15935024510709656,1.566948798210627e-05,3.633216192662678e-06,3.062967157980769e-09,-6.090200739809374e-17,1.1498030987659105e-11,-3.173250945585981e-16,933396,933063,979727,93,93,97,Grape Blue
5904,49,51,7501.0,321.9066352844238,4929536,4186016,0.1594665037042561,6.990838975371382e-05,6.401287234957719e-07,2.5275217697943925e-09,-9.623152836371596e-17,-1.7907172246825398e-11,-3.279453828934814e-17,828713,836051,858857,82,83,85,Grape Blue
5905,48,51,7514.0,324.24978160858154,4384497,3293463,0.1599059807821444,0.00011348828763745678,1.9243593485493472e-05,4.148360657686103e-09,-4.832328506720847e-16,-4.376445287375374e-11,1.0678301752354454e-15,829735,838866,868890,82,83,86,Grape Blue
5906,48,51,7909.5,333.66399443149567,5184065,4025130,0.15965284144608716,3.661164172984691e-05,1.5292570347310415e-05,1.4476602314415808e-08,2.3871526181746544e-15,7.809219975146468e-11,-6.379458402087532e-15,727830,735698,755987,72,73,75,Grape Blue
5907,49,50,7182.0,315.9066352844238,4620362,4265592,0.15985941328792555,0.0002042747518041206,6.976917389043195e-07,3.1642591140904805e-09,-1.4463045034904774e-16,-4.5071748510220886e-11,3.444535006708745e-17,916765,924043,950972,91,92,95,Grape Blue
5908,50,51,7837.0,332.73506236076355,4925965,4533189,0.15949639426266457,3.90724243862676e-05,3.1736400755122192e-06,9.455834365677656e-09,8.83861640591554e-16,4.4438429533168254e-11,-1.3791354243015388e-15,771039,787469,838286,77,78,83,Grape Blue
5909,48,51,7692.0,328.2497812509537,4856079,3725470,0.1597983099654335,9.102450927294687e-05,1.705598572136983e-05,9.184233476464422e-09,2.3901839116327762e-15,-4.1019704526879355e-11,2.7386395690412874e-15,794625,801152,833477,79,80,83,Grape Blue
5910,49,51,7206.5,317.3208484649658,4577156,3865456,0.159653092839384,0.00013119875098200522,2.709981906287438e-06,5.979099843500676e-09,-7.208274309538023e-16,-5.6936035908913694e-11,2.442706953517062e-16,919795,920510,943006,91,92,94,Grape Blue
5911,49,51,7634.0,330.39191603660583,4653593,3901887,0.15940050930710747,1.9959746497699155e-05,4.019282179641021e-06,1.757682231693037e-09,1.4740351788857957e-16,3.2705041841120765e-12,9.8981540309334e-18,849833,847572,902750,84,84,90,Grape Blue
5912,49,51,7255.5,318.49242198467255,4836904,4112813,0.1597136025018508,0.000136465135857074,4.331654308253951e-06,1.2846445722385272e-08,-2.9585369796213435e-15,-1.3488087071810517e-10,6.560815745643947e-16,900431,902216,922547,90,90,92,Grape Blue
5913,49,50,7419.5,320.49242210388184,5025351,4654696,0.1595986614317944,0.00010191356213620831,3.924626050045571e-06,8.133438528686547e-09,-1.4061570533202356e-15,-6.522102400361583e-11,3.6656111200395103e-16,862553,865323,886045,86,86,88,Grape Blue
5914,49,51,7581.0,327.4213547706604,4366074,3619717,0.15995542494160583,0.00011991579833145584,2.2068472578419454e-05,6.302516336030313e-10,7.376233154801162e-17,6.890962766488678e-12,-9.159072411254262e-18,818792,824315,851418,81,82,85,Grape Blue
5915,49,51,7764.0,329.9066355228424,4771186,4006677,0.1594360197268157,1.684662046210416e-05,2.615256752738817e-06,5.48181621264032e-09,3.131855912593106e-16,1.4528077336893476e-11,5.768247039363886e-16,763457,778251,822492,76,77,82,Grape Blue
5916,48,51,7596.5,326.83556711673737,4671481,3556104,0.15983667113078157,0.00010276317666440281,1.7105885948335456e-05,9.463800573346545e-10,-6.466569772747849e-17,-9.369797092941273e-12,-1.0157504533502041e-16,815943,823181,852774,81,82,85,Grape Blue
5917,49,51,7973.0,335.0782084465027,5152522,4364388,0.1595813632871848,2.2720013730251642e-05,1.3747112197721355e-05,1.152885711586716e-08,-1.5158587779092618e-15,5.472756838412805e-11,-4.332158610506914e-15,726114,733321,755928,72,73,75,Grape Blue
5918,49,51,7757.5,330.8355680704117,4848898,4080981,0.15967413231960598,3.8455415265911376e-05,1.4450908961515004e-05,1.144444329714265e-08,2.13714934142396e-15,5.650175171241208e-11,-4.134443916989233e-15,777109,783105,813240,77,78,81,Grape Blue
5919,48,52,7211.5,317.3208476305008,4424615,3014845,0.15930213898431372,1.8180492312567621e-06,5.535033861263609e-06,1.3905478896728668e-09,-1.1176478019076642e-17,4.1270311043620843e-13,-1.2148112265369266e-16,898080,911628,964843,89,91,96,Grape Blue
5920,49,51,7897.0,335.07820773124695,5121800,4342527,0.1595855530090069,1.2301579364509931e-05,8.49587496172567e-06,3.56697680903789e-08,1.7038498058500008e-14,8.966929847245178e-11,-9.76036241636933e-15,762920,777249,827569,76,77,82,Grape Blue
5921,49,51,7747.5,331.3208487033844,4729923,3967085,0.15958298294490614,2.743891313151532e-05,1.3562479215020894e-05,3.049678863531902e-09,-4.0851736924718803e-16,1.1600380970148891e-11,-4.666852902622524e-16,764701,773488,796069,76,77,79,Grape Blue
5922,49,52,7285.5,320.14927649497986,4239870,3163057,0.15930205431307543,1.1405589919223649e-05,1.5885828432491406e-06,9.421357741523127e-10,-1.1539577568431977e-18,1.626659444760173e-12,-3.6429851795767473e-17,888714,900235,959093,88,90,95,Grape Blue
5923,49,51,7872.5,331.6639955043793,4977976,4205519,0.1595388453356399,2.948268344556947e-05,4.180238127832357e-06,2.0258061086642677e-08,3.5472611448250375e-15,7.183626937863009e-11,-4.708516379381551e-15,757781,773279,820568,75,77,82,Grape Blue
5924,49,51,7841.0,331.9066358804703,4868577,4094922,0.15955747815521198,3.312810588787937e-05,1.0214792800481679e-05,3.686970137112407e-09,-5.809459211004882e-16,2.108679596854306e-11,4.176896644642828e-16,742719,753241,773524,74,75,77,Grape Blue
5925,49,51,7250.5,318.4924212694168,4688990,3968951,0.15959249554292804,9.747026498905038e-05,4.784761844074844e-06,8.798613584007868e-09,-1.7868788728405017e-15,-8.038904153323773e-11,2.5730181829358927e-16,900950,903377,926087,90,90,92,Grape Blue
5926,48,51,7607.0,327.42135298252106,4560756,3455707,0.15968009502931496,5.976019995994715e-05,1.1285200197888408e-05,7.639062287283655e-09,2.2397332263629055e-15,-5.604210438511535e-12,-1.1961053710328342e-16,798416,806492,829497,79,80,82,Grape Blue
5927,49,50,7341.5,319.3208485841751,4663096,4300616,0.15949287268977935,7.245010692414879e-05,3.1029682382912256e-06,5.036435513104954e-09,-6.24763361505269e-16,-3.7877182249351784e-11,7.79941024382002e-17,876161,877461,902385,87,87,90,Grape Blue
5928,49,51,7324.0,318.7350618839264,4650764,3929489,0.15960826035800257,0.00011157591140976334,3.004734075644184e-06,7.464970385237092e-09,-1.0823752231466128e-15,-7.086268653966671e-11,-2.80012797478555e-16,868096,876257,898519,86,87,89,Grape Blue
5929,48,51,7664.0,331.0782080888748,4931775,3805263,0.1595135588693763,3.118607472417759e-05,7.669244211128517e-06,6.36431582182209e-09,1.296751379733214e-15,2.2928667392740406e-11,-5.435445833361885e-16,838151,834392,887524,83,83,88,Grape Blue
5930,49,51,7394.5,319.32084798812866,4769259,4038351,0.15952082213607927,8.616623148040734e-05,1.2568437073981947e-06,3.5232153783808273e-09,-2.276617328052391e-16,-2.8684148426310443e-11,-5.600654292757034e-17,852235,859331,882885,85,85,88,Grape Blue
5931,49,51,7676.5,330.4924215078354,4685308,3928455,0.1595053261735734,2.440422231978245e-05,8.158366844623494e-06,5.6269183282171715e-09,1.2043820753876582e-15,1.032578077271934e-11,-5.4441820518647864e-17,855803,850856,899035,85,85,89,Grape Blue
5932,49,51,7241.5,317.32084918022156,4490671,3779512,0.15956846595950708,0.00010628673666116946,1.8441758669540079e-06,3.6185108896488562e-09,-2.7125612366746745e-16,-2.872902486944879e-11,1.174567179674841e-16,907808,908275,930621,90,90,93,Grape Blue
5933,49,50,7381.5,319.3208496570587,4719737,4355707,0.1595581853528833,8.988406675057518e-05,4.235581266196946e-06,8.246712657219448e-09,-1.5385353052553223e-15,-7.571349858971216e-11,9.171827343100176e-17,872130,873641,900054,87,87,90,Grape Blue
5934,49,51,7240.0,316.7350616455078,4548389,3835077,0.15957102289711855,0.0001084297387330644,1.6409832978188398e-06,3.2241277266007287e-09,-2.1206879898466525e-16,-2.488655560925582e-11,1.0012023802513632e-16,911419,911288,935559,91,91,93,Grape Blue
5935,49,51,7484.5,321.32084929943085,5045971,4298290,0.1594690646853078,6.44240749571947e-05,3.6858433210589927e-06,4.723303445894049e-09,-5.899251414087693e-16,-2.8495213167016898e-11,2.0095777429142862e-16,844879,848128,876544,84,84,87,Grape Blue
5936,49,50,7375.5,319.3208487033844,4782210,4417060,0.15954727953911488,8.966331163084328e-05,3.597800687336288e-06,7.1735321117822514e-09,-1.1469483598532832e-15,-6.553276320560593e-11,1.1236622701065107e-16,874370,876213,904473,87,87,90,Grape Blue
5937,49,51,7227.5,317.3208478689194,4644703,3929961,0.15969467575026208,0.00014619084855417404,2.5065228678076354e-06,6.297698315648271e-09,-7.495517035523854e-16,-6.559698687862662e-11,2.534444250974848e-16,915695,915978,935098,91,91,93,Grape Blue
5938,48,50,7160.0,315.9066344499588,4761570,4060851,0.15982378864784133,0.00017658754735682964,2.847043495041469e-06,9.599838389716264e-09,-1.5442548751592342e-15,-1.271777194792797e-10,-3.6610318857939393e-16,920679,924147,945314,92,92,94,Grape Blue
5939,49,52,7393.5,321.3208476305008,4699300,3596549,0.15942996069429727,2.373273041093584e-05,9.453207240925968e-06,4.2950838932604384e-09,-2.460344879146768e-16,1.2591753571171098e-11,-8.297519321950135e-16,871007,876605,923811,87,87,92,Grape Blue
5940,49,51,7843.0,332.73506128787994,5196031,4413453,0.1594848413116471,1.14067590406463e-05,9.55583638384436e-06,1.4626122971901099e-08,5.2645725505927065e-15,4.8380369278797424e-11,-1.4775843274790205e-15,765272,780900,832758,76,78,83,Grape Blue
5941,48,52,6447.5,301.6639939546585,3798815,2536382,0.1597864037799509,7.385540021310128e-05,2.557672805376116e-05,4.109186804315697e-08,-1.0357257538489534e-14,-5.224670234531119e-11,4.083352687909127e-14,1067561,1078122,1114441,106,107,111,Grape Blue
